x, true, terminal, branch, bsde
1.737373737373737299e+02,2.774112394675452720e+01,2.636189475264431437e+01,2.773310279846191406e+01,2.607256507873535156e+01
1.747474747474747687e+02,2.782164987505350950e+01,2.643841710446939430e+01,2.781373214721679688e+01,2.615216064453125000e+01
1.757575757575757507e+02,2.790194340383716565e+01,2.651471861118469064e+01,2.789452552795410156e+01,2.623171997070312500e+01
1.767676767676767895e+02,2.798200653369589475e+01,2.659080117391554055e+01,2.797424697875976562e+01,2.631002235412597656e+01
1.777777777777777715e+02,2.806184123668059271e+01,2.666666666666668206e+01,2.805344772338867188e+01,2.638823890686035156e+01
1.787878787878788103e+02,2.814144945686939181e+01,2.674231693686087752e+01,2.813263893127441406e+01,2.646658706665039062e+01
1.797979797979797922e+02,2.822083311092005786e+01,2.681775380586375945e+01,2.821297073364257812e+01,2.654459762573242188e+01
1.808080808080808310e+02,2.829999408860838628e+01,2.689297906949552441e+01,2.829394531250000000e+01,2.661965560913085938e+01
1.818181818181818130e+02,2.837893425335308351e+01,2.696799449852969843e+01,2.837124252319335938e+01,2.669569969177246094e+01
1.828282828282828518e+02,2.845765544272761005e+01,2.704280183917953906e+01,2.845245933532714844e+01,2.676726722717285156e+01
1.838383838383838338e+02,2.853615946895923372e+01,2.711740281357224802e+01,2.853226661682128906e+01,2.684093093872070312e+01
1.848484848484848726e+02,2.861444811941581534e+01,2.719179912021159851e+01,2.860931968688964844e+01,2.691497230529785156e+01
1.858585858585858546e+02,2.869252315708060053e+01,2.726599243442908715e+01,2.869000816345214844e+01,2.699023818969726562e+01
1.868686868686868934e+02,2.877038632101547222e+01,2.733998440882416503e+01,2.876619338989257812e+01,2.706867027282714844e+01
1.878787878787878753e+02,2.884803932681286298e+01,2.741377667369369320e+01,2.884587097167968750e+01,2.714520645141601562e+01
1.888888888888889142e+02,2.892548386703684926e+01,2.748737083745108478e+01,2.892200088500976562e+01,2.722127151489257812e+01
1.898989898989898961e+02,2.900272161165355911e+01,2.756076848703534665e+01,2.899986267089843750e+01,2.729681015014648438e+01
1.909090909090909349e+02,2.907975420845134451e+01,2.763397118831031207e+01,2.907497024536132812e+01,2.737357521057128906e+01
1.919191919191919169e+02,2.915658328345094930e+01,2.770698048645446931e+01,2.915165328979492188e+01,2.744667625427246094e+01
1.929292929292929557e+02,2.923321044130594260e+01,2.777979790634145019e+01,2.922702980041503906e+01,2.751849746704101562e+01
1.939393939393939377e+02,2.930963726569378736e+01,2.785242495291167231e+01,2.930480575561523438e+01,2.758780860900878906e+01
1.949494949494949765e+02,2.938586531969772864e+01,2.792486311153522394e+01,2.937990760803222656e+01,2.765430068969726562e+01
1.959595959595959584e+02,2.946189614617974684e+01,2.799711384836631467e+01,2.945672988891601562e+01,2.772073936462402344e+01
1.969696969696969688e+02,2.953773126814495598e+01,2.806917861068949449e+01,2.953237915039062500e+01,2.779235267639160156e+01
1.979797979797979792e+02,2.961337218909754299e+01,2.814105882725795738e+01,2.960697555541992188e+01,2.786765670776367188e+01
1.989898989898989896e+02,2.968882039338853929e+01,2.821275590862397564e+01,2.968257141113281250e+01,2.794012069702148438e+01
2.000000000000000000e+02,2.976407734655570891e+01,2.828427124746191978e+01,2.975797653198242188e+01,2.800841331481933594e+01
